Job Title;Updated Date;Company;Min Salary;Max Salary;Cleaned_City;Latitude;Longitude;country;State
Senior Platform Engineer (gn);2025-04-07T11:35:59Z;DigitalService GmbH des Bundes;;;berlin;525167;133833;Germany;Berlin
Anwendungsbetreuer*in in Eberswalde (m/w/d);2025-04-07T11:22:28Z;DIS AG;;;eberswalde;528331;138331;Germany;Brandenburg
Anwendungsbetreuer*in (m/w/d);2025-04-07T11:22:28Z;DIS AG;;;berlin;525167;133833;Germany;Berlin
Anwendungsbetreuer/in in Strausberg (m/w/d);2025-04-07T11:22:28Z;DIS AG;;;strausberg;525808;138814;Germany;Brandenburg
Anwendungsbetreuer/in in KÃ¶nigs Wusterhausen (m/w/d);2025-04-07T11:22:28Z;DIS AG;;;königs wusterhausen;522917;136250;Germany;Brandenburg
Anwendungsbetreuer/in in Eberswalde (m/w/d);2025-04-07T11:22:28Z;DIS AG;;;eberswalde;528331;138331;Germany;Brandenburg
Entwickler C++ (m/w/d);2025-04-07T09:32:30Z;DRS Deutsche Retail Services AG;;;hamburg;535500;100000;Germany;Hamburg
Systemadministrator (m/w/d);2025-04-07T09:29:40Z;ID GmbH & Co. KGaA;;;berlin;525167;133833;Germany;Berlin
Projektleiter SoftwareeinfÃ¼hrung (m/w/d);2025-04-07T09:06:48Z;Ferber-Software GmbH;;;lippstadt;516667;83500;Germany;North Rhine-Westphalia
DevOps Engineer (m/w/d);2025-04-07T08:57:46Z;WeMatch.;;;detmold;519378;88833;Germany;North Rhine-Westphalia
IT Systemadministrator (m/w/d);2025-04-07T08:13:13Z;WeMatch.;;;hof;503167;119167;Germany;Bavaria
Senior Technical ERP-Consultant (m/w/d);2025-04-07T08:11:10Z;Step Ahead GmbH;;;mönchengladbach;512000;64333;Germany;North Rhine-Westphalia
Softwareentwickler fÃ¼r das Banking-Team (m/w);2025-04-07T07:49:33Z;Buhl Data Service GmbH;;;neunkirchen;493448;71799;Germany;Saarland
Junior/Quereinsteiger Microsoft Business Central ERP Applikations-/Softwareentwickler | Raum Siegen;2025-04-07T07:47:51Z;Buhl Data Service GmbH;;;neunkirchen;493448;71799;Germany;Saarland
Customer Support Manager (m/w/d) - Vereinssoftware;2025-04-07T07:46:20Z;Buhl Data Service GmbH;;;neunkirchen;493448;71799;Germany;Saarland
Anwendungsentwickler Microsoft Business Central / MS Dynamics NAV;2025-04-07T07:45:20Z;Buhl Data Service GmbH;;;neunkirchen;493448;71799;Germany;Saarland
Web Developer - Image & Document Processing (m/w/d);2025-04-07T07:43:44Z;Buhl Data Service GmbH;;;mannheim;494878;84661;Germany;Baden-Württemberg
Software Engineer C++/C# â€“ Input-Management (m/w/d);2025-04-07T07:41:39Z;Buhl Data Service GmbH;;;mannheim;494878;84661;Germany;Baden-Württemberg
Senior AI / Data Science Engineer (m/w/d;2025-04-07T07:40:48Z;Buhl Data Service GmbH;;;hannover;523744;97386;Germany;Lower Saxony
Senior AI / Data Science Engineer (m/w/d;2025-04-07T07:40:48Z;Buhl Data Service GmbH;;;mannheim;494878;84661;Germany;Baden-Württemberg
Java/Spring Entwickler | 100% Home Office;2025-04-07T07:37:14Z;Buhl Data Service GmbH;;;neunkirchen;493448;71799;Germany;Saarland
Senior Softwareentwickler | Initiativbewerbung;2025-04-07T07:36:48Z;Buhl Data Service GmbH;;;neunkirchen;493448;71799;Germany;Saarland
Initiativbewerbung CURA;2025-04-07T07:23:51Z;Buhl Data Service GmbH;;;aachen;507762;60838;Germany;North Rhine-Westphalia
Softwareentwickler/in C#/.NET (m/w/d);2025-04-07T07:18:30Z;Buhl Data Service GmbH;;;aachen;507762;60838;Germany;North Rhine-Westphalia
SAP Entwickler:in FI/CO und SD (w/m/d);2025-04-07T06:19:59Z;Kalorimeta;;;hamburg;535500;100000;Germany;Hamburg
CRM-Support Mitarbeiter*in;2025-04-07T06:03:43Z;Sellmore GmbH;;;dresden;510493;137384;Germany;Saxony
Mobile App Entwickler (m/w/d) (100% Remote mÃ¶glich);2025-04-07T06:01:36Z;Kontext E GmbH;;;dresden;510493;137384;Germany;Saxony
Senior KI Entwickler (m/w/d) (100% Remote mÃ¶glich);2025-04-07T06:01:15Z;Kontext E GmbH;;;dresden;510493;137384;Germany;Saxony
Junior Software Developer (m/w/d);2025-04-07T05:57:33Z;DPS Business Solutions GmbH;;;saarbrücken;492333;70000;Germany;Saarland
IT-Administrator in der Applikationsbetreuung (m/w/d);2025-04-07T05:36:40Z;Robotron Datenbank-Software GmbH;;;dresden;510493;137384;Germany;Saxony
Second Level Analyst mit Schwerpunkt Energiewirtschaft (m/w/d);2025-04-07T05:36:08Z;Robotron Datenbank-Software GmbH;;;dresden;510493;137384;Germany;Saxony
Softwarearchitekt (m/w/d);2025-04-07T05:33:09Z;Robotron Datenbank-Software GmbH;;;dresden;510493;137384;Germany;Saxony
SysOps Engineer (m/w/d);2025-04-07T05:32:27Z;Robotron Datenbank-Software GmbH;;;dresden;510493;137384;Germany;Saxony
Die Spezial-JobbÃ¶rse fÃ¼r IT-FachkrÃ¤fte;2025-04-06T20:56:58Z;Kisters AG;;;aachen;507762;60838;Germany;North Rhine-Westphalia
Entwickler:in fÃ¼r Datenbankanwendung;2025-04-06T20:56:58Z;IP Syscon GmbH;;;hannover;523744;97386;Germany;Lower Saxony
Software-Entwickler (m/w/d);2025-04-06T20:54:20Z;virtic GmbH & Co. KG;;;dortmund;515139;74653;Germany;North Rhine-Westphalia
IT Solution Architect (m/w/d);2025-04-06T20:54:10Z;b4value.net GmbH;;;arnstadt;508342;109464;Germany;Thuringia
Softwareentwickler (m/w/x) C# und WPF fÃ¼r den Maschinenbau;2025-04-06T20:53:38Z;infoteam Software AG;;;erlangen;495964;110044;Germany;Bavaria
Senior Backend Developer - AWS/Node - (f/m/x);2025-04-06T20:52:56Z;doinstruct Software GmbH;;;berlin;525167;133833;Germany;Berlin
React & TypeScript Developer (m/w/d);2025-04-06T20:48:31Z;JÃ¶rg Paule Informationssysteme GmbH;;;fellbach;488086;92758;Germany;Baden-Württemberg
(Senior) Go Engineer (m/w/d);2025-04-06T20:34:31Z;happyhotel;;;offenburg;484708;79408;Germany;Baden-Württemberg
Cloud Application Developer (Associate) (f/m/d) for SAP BTP (Maternity Leave Cover);2025-04-06T18:00:00Z;SAP;;;aachen;507762;60838;Germany;North Rhine-Westphalia
Senior Backend Entwickler (m/w/d);2025-04-06T16:06:39Z;Axontic GmbH;;;bremen;531153;87975;Germany;Bremen
Softwarearchitekt (m/w/d);2025-04-06T16:05:48Z;Amadeus Fire AG;;;ludwigsburg;488975;91919;Germany;Baden-Württemberg
Software Entwickler (m/w/d) an der Schnittstelle von IT und Produktion;2025-04-06T16:05:45Z;Amadeus Fire AG;;;heidelberg;494122;87100;Germany;Baden-Württemberg
(Senior) Software Developer (m/w/d);2025-04-06T16:05:43Z;Amadeus Fire AG;;;hannover;523744;97386;Germany;Lower Saxony
Frontend-Entwickler:in;2025-04-06T11:05:19Z;Six Offene Systeme GmbH;;;stuttgart;487761;91775;Germany;Baden-Württemberg
Analyse & Support;2025-04-06T10:23:49Z;zeitsprung GmbH;;;pforzheim;488950;87050;Germany;Baden-Württemberg
IT Business Analyst & -Consultant;2025-04-06T10:23:28Z;zeitsprung GmbH;;;pforzheim;488950;87050;Germany;Baden-Württemberg
Technical Product Owner PHP (m/w/d);2025-04-06T10:19:57Z;HanseCom Public Transport Ticketing Solutions GmbH;;;hamburg;535500;100000;Germany;Hamburg
Senior PHP Softwareentwickler (m/w/d);2025-04-06T10:19:36Z;HanseCom Public Transport Ticketing Solutions GmbH;;;hamburg;535500;100000;Germany;Hamburg
Softwareservice und Lizenzmanagement (m/w/d) mit 80 v. H. d. regelm. Arbeitszeit;2025-04-06T09:47:13Z;Humboldt-UniversitÃ¤t zu Berlin;;;berlin;525167;133833;Germany;Berlin
Softwaretester (m/w/d);2025-04-06T07:37:10Z;medatixx GmbH & Co. KG Jobportal;;;bamberg;498917;108917;Germany;Bavaria
Senior Backend Software Engineer (f/m/d);2025-04-06T00:14:13Z;Contentful GmbH;;;berlin;525167;133833;Germany;Berlin
Cloud Application Developer (Associate) (f/m/d) for SAP BTP (Maternity Leave Cover);2025-04-05T20:26:18Z;SAP;;;achim;530130;90330;Germany;Lower Saxony
Full Stack Web-Entwickler (m/w/d);2025-04-05T19:47:21Z;Stender GmbH;;;wangen im allgäu;476858;98342;Germany;Baden-Württemberg
IT Security Analyst (m/w/d);2025-04-05T19:46:08Z;eurodata AG;;;saarbrücken;492333;70000;Germany;Saarland
Webdeveloper Angular / C# .NET (m/w/d);2025-04-05T19:09:57Z;remote Jetzt bewerben Drucken SEITENBAU GmbH;;;konstanz;476633;91753;Germany;Baden-Württemberg
Senior SAP Consultant mit Karriereambitionen - jetzt mit uns voll durchstarten! (m/w/d);2025-04-05T16:06:58Z;Auralis Partners GmbH;;;marl;516667;71167;Germany;North Rhine-Westphalia
IT-Administrator (m/w/d) Bereich DevOps/Applikationsserver;2025-04-05T16:06:14Z;Amadeus Fire AG;;;rosenheim;478561;121289;Germany;Bavaria
PHP Symfony Entwickler (m/w/d);2025-04-05T16:06:11Z;Amadeus Fire AG;;;berlin;525167;133833;Germany;Berlin
IT Administrator (m/w/d);2025-04-05T13:31:06Z;XFT GmbH;;;mörfelden-walldorf;499896;85661;Germany;Hesse
Junior Softwareentwickler (m/w/d);2025-04-05T09:13:35Z;Softwarehelden GmbH;;;stuttgart;487761;91775;Germany;Baden-Württemberg
IT-Techniker (m/w/d);2025-04-05T08:27:06Z;Online Software AG;;;heidelberg;494122;87100;Germany;Baden-Württemberg
Fachinformatiker fÃ¼r Systemintegration (m/w/d);2025-04-05T07:00:22Z;TEAM GmbH;;;paderborn;517167;87667;Germany;North Rhine-Westphalia
Fachinformatiker fÃ¼r Anwendungsentwicklung (m/w/d);2025-04-05T07:00:12Z;TEAM GmbH;;;paderborn;517167;87667;Germany;North Rhine-Westphalia
Kreditorenbuchhalter (gn);2025-04-05T06:23:01Z;HRVST GmbH;;;leipzig;513500;123833;Germany;Saxony
DevOps Engineer (m/w/d);2025-04-05T06:11:55Z;neXenio GmbH;;;berlin;525167;133833;Germany;Berlin
IT Systemadministrator (m/w/d);2025-04-05T01:39:58Z;SWARCO Solution Center GmbH;;;berlin;525167;133833;Germany;Berlin
Mitarbeiter (m/w/d) 2nd Level Support;2025-04-05T00:22:53Z;GK Software SE;;;landau;491994;81231;Germany;Rhineland-Palatinate
IT-Fachkraft (m/w/d) fÃ¼r den 2nd Level Support;2025-04-05T00:05:16Z;Amadeus Fire AG;;;heidelberg;494122;87100;Germany;Baden-Württemberg
Senior Fullstack Engineer (f/m/d);2025-04-05T00:02:53Z;Contentful GmbH;;;berlin;525167;133833;Germany;Berlin
AI Software Engineer (f/m/d);2025-04-05T00:02:03Z;Contentful GmbH;;;berlin;525167;133833;Germany;Berlin
Solution Engineer ICT Infrastruktur (m/w/d) Professional;2025-04-04T22:26:12Z;Datwyler;;;mülheim;514283;68789;Germany;North Rhine-Westphalia
Senior Frontend Developer (m/w/d);2025-04-04T22:01:49Z;QualityMinds;;;landau;491994;81231;Germany;Rhineland-Palatinate
Software Architekt (m/w/d);2025-04-04T22:01:39Z;QualityMinds;;;landau;491994;81231;Germany;Rhineland-Palatinate
Senior Site Reliability Engineer (m/w/d);2025-04-04T22:01:28Z;QualityMinds;;;landau;491994;81231;Germany;Rhineland-Palatinate
Senior Test Automation Engineer (m/w/d);2025-04-04T22:01:17Z;QualityMinds;;;landau;491994;81231;Germany;Rhineland-Palatinate
Site Reliability Engineer (m/w/d);2025-04-04T22:01:17Z;QualityMinds;;;landau;491994;81231;Germany;Rhineland-Palatinate
Backend Developer (m/w/d);2025-04-04T22:01:06Z;QualityMinds;;;landau;491994;81231;Germany;Rhineland-Palatinate
Product Owner - Android Devices (m/w/d);2025-04-04T21:55:04Z;Ehrhardt + Partner Group (EPG);;;aachen;507762;60838;Germany;North Rhine-Westphalia
Senior DevOps Engineer (m/f/d);2025-04-04T21:17:55Z;CompuGroup Medical SE;;;koblenz;503597;75978;Germany;Rhineland-Palatinate
L2 Support Professional SysOP/Monitoring (m/w/d);2025-04-04T21:17:52Z;CompuGroup Medical SE;;;sankt wolfgang;482415;121834;Germany;Bavaria
Consultant / Berater (m/w/d) fÃ¼r klinische Systeme (Remote);2025-04-04T21:17:48Z;CompuGroup Medical SE;;;hamburg;535500;100000;Germany;Hamburg
Trainer fÃ¼r SoftwarelÃ¶sungen (m/w/d);2025-04-04T21:17:45Z;CompuGroup Medical SE;;;wuppertal;512667;71833;Germany;North Rhine-Westphalia
Consultant (m/w/d) fÃ¼r Krankenhausinformationssysteme;2025-04-04T21:17:43Z;CompuGroup Medical SE;;;koblenz;503597;75978;Germany;Rhineland-Palatinate
IT Consultant (m/w/d) Software Implementierung - klinische Systeme;2025-04-04T21:17:35Z;CompuGroup Medical SE;;;hamburg;535500;100000;Germany;Hamburg
IT Grundschutz Compliance Expert (f/m/d);2025-04-04T20:27:05Z;SAP;;;mörfelden-walldorf;499896;85661;Germany;Hesse
IT Grundschutz Compliance Consultant (f/m/d);2025-04-04T20:26:31Z;SAP;;;berlin;525167;133833;Germany;Berlin
Global Architecture Advisor Expert (f/m/d);2025-04-04T17:58:42Z;SAP;;;hamburg;535500;100000;Germany;Hamburg
Mitarbeiter/in (m/w/d) Anwendungsbetreuung fÃ¼r IT-gestÃ¼tzte Bau- und GebÃ¤udemanagementprozesse, CAFM, interne BIM-Koordination;2025-04-04T16:28:44Z;Leibniz UniversitÃ¤t Hannover;;;hannover;523744;97386;Germany;Lower Saxony
Full-Stack-Entwickler (m/w/d);2025-04-04T16:07:23Z;PERFACCT GmbH;;;potsdam;524000;130667;Germany;Brandenburg
(Senior) Sales Representative PLM / ALM / MBSE;2025-04-04T16:07:07Z;Lifecycle Experts GmbH;;;schutterwald;485167;78833;Germany;Baden-Württemberg
Software Entwickler CRM (w/m/d);2025-04-04T16:07:06Z;ADITO Software GmbH;;;landshut;485397;121508;Germany;Bavaria
PHP Symfony Entwickler (m/w/d);2025-04-04T16:06:10Z;Amadeus Fire AG;;;chemnitz;508333;129167;Germany;Saxony
Embedded C/C++ Developer (m/w/d) in Hamburg;2025-04-04T16:00:33Z;slashwhy GmbH & Co. KG;;;hamburg;535500;100000;Germany;Hamburg
Application Managerin / Application Manager (m/w/d) Webservices- und eLearning Systeme;2025-04-04T16:00:11Z;Hochschule Geisenheim University;;;heidenheim;486761;101544;Germany;Baden-Württemberg
FullStack Entwickler (m/w/d);2025-04-04T14:27:36Z;WeMatch.;;;düsseldorf;512311;67724;Germany;North Rhine-Westphalia
Angular Guru (m/w/d);2025-04-04T14:10:58Z;WeMatch.;;;dortmund;515139;74653;Germany;North Rhine-Westphalia
(Senior) Full Stack Developer- PHP/ Symfony/ Vue.js/ Golang (m/w/d);2025-04-04T13:54:49Z;shopware AG;;;lingen;525233;73172;Germany;Lower Saxony
Senior Frontend Entwickler (m/w/d);2025-04-04T13:53:37Z;WeMatch.;;;düsseldorf;512311;67724;Germany;North Rhine-Westphalia
Senior Frontend Entwickler (m/w/d);2025-04-04T13:53:37Z;WeMatch.;;;landau;491994;81231;Germany;Rhineland-Palatinate
Softwareentwickler C# (m/w/d);2025-04-04T13:13:44Z;FORMAT Software Service GmbH;;;dreieich;500189;86961;Germany;Hesse
(Senior) Software Development Engineer D365 (w/m/d);2025-04-04T13:02:22Z;d.velop AG;;;bocholt;518333;66167;Germany;North Rhine-Westphalia
Senior Java Entwickler (m/w/d) - Java Developer - 100% Remote;2025-04-04T12:58:16Z;WeMatch.;;;essen;514508;70131;Germany;North Rhine-Westphalia
Java Backend Developer (m/w/d);2025-04-04T12:56:15Z;WeMatch.;;;essen;514508;70131;Germany;North Rhine-Westphalia
Softwareentwickler (m/w/d);2025-04-04T12:43:41Z;WeMatch.;;;bochum;514833;72167;Germany;North Rhine-Westphalia
Software Tester (m/w/d);2025-04-04T12:29:32Z;WeMatch.;;;düsseldorf;512311;67724;Germany;North Rhine-Westphalia
Software-Entwickler (m/w/d);2025-04-04T12:26:24Z;WeMatch.;;;münster;519625;76256;Germany;North Rhine-Westphalia
Softwaretester (m/w/d);2025-04-04T12:11:19Z;Finanz Informatik GmbH & Co. KG;;;münster;519625;76256;Germany;North Rhine-Westphalia
Senior Software Developer (m/w/d) - MedTech;2025-04-04T11:43:12Z;Peak One GmbH;;;darmstadt;498667;86500;Germany;Hesse
Customer Success Representative (m/w/d);2025-04-04T11:06:39Z;dokSAFE GmbH;;;leipzig;513500;123833;Germany;Saxony
IT-Solutions Architect (m/w/d);2025-04-04T10:06:47Z;HanseCom Public Transport Ticketing Solutions GmbH;;;hamburg;535500;100000;Germany;Hamburg
Senior Software Developer (m/w/d) - MedTech;2025-04-04T09:27:26Z;Peak One GmbH;;;darmstadt;498667;86500;Germany;Hesse
Sales Manager (m/w/d);2025-04-04T09:26:32Z;ITB-GmbH;;;kamp-lintfort;515000;65333;Germany;North Rhine-Westphalia
SAP Test Manager (m/w/d);2025-04-04T08:41:23Z;SPIRIT-TESTING Software & Services GmbH;;;mönchengladbach;512000;64333;Germany;North Rhine-Westphalia
SAP Test Analyst (m/w/d);2025-04-04T08:41:18Z;SPIRIT-TESTING Software & Services GmbH;;;mönchengladbach;512000;64333;Germany;North Rhine-Westphalia
Senior Java Developer (w/m/d);2025-04-04T08:41:13Z;SPIRIT-TESTING Software & Services GmbH;;;mönchengladbach;512000;64333;Germany;North Rhine-Westphalia
Junior Java Developer (w/m/d);2025-04-04T08:41:08Z;SPIRIT-TESTING Software & Services GmbH;;;mönchengladbach;512000;64333;Germany;North Rhine-Westphalia
Angular Developer (m/w/d);2025-04-04T08:41:02Z;SPIRIT-TESTING Software & Services GmbH;;;mönchengladbach;512000;64333;Germany;North Rhine-Westphalia
(Senior) Software Test Engineer (m/w/d);2025-04-04T08:40:52Z;SPIRIT-TESTING Software & Services GmbH;;;mönchengladbach;512000;64333;Germany;North Rhine-Westphalia
Software Test Engineer (m/w/d);2025-04-04T08:40:47Z;SPIRIT-TESTING Software & Services GmbH;;;mönchengladbach;512000;64333;Germany;North Rhine-Westphalia
(Senior) Test Automation Engineer (m/w/d);2025-04-04T08:40:42Z;SPIRIT-TESTING Software & Services GmbH;;;mönchengladbach;512000;64333;Germany;North Rhine-Westphalia
Test Automation Engineer (m/w/d);2025-04-04T08:40:37Z;SPIRIT-TESTING Software & Services GmbH;;;mönchengladbach;512000;64333;Germany;North Rhine-Westphalia
IT Systemadministrator (m/w/d);2025-04-04T08:37:35Z;WeMatch.;;;jülich;509222;63583;Germany;North Rhine-Westphalia
DevOps Engineer (m/w/d) - 100% Home Office;2025-04-04T08:37:00Z;WeMatch.;;;essen;514508;70131;Germany;North Rhine-Westphalia
DevOps Engineer (m/w/d) - 60% Home Office;2025-04-04T08:36:04Z;WeMatch.;;;düsseldorf;512311;67724;Germany;North Rhine-Westphalia
Embedded Linux/Linux Kernel Developer (m/f/d);2025-04-04T08:13:29Z;Antal International NÃ¼rnberg;;;hof;503167;119167;Germany;Bavaria
IT Administrator (m/w/d);2025-04-04T08:11:28Z;WeMatch.;;;telgte;519500;77833;Germany;North Rhine-Westphalia
IT-Systemadministrator (m/w/d);2025-04-04T08:06:45Z;WeMatch.;;;wuppertal;512667;71833;Germany;North Rhine-Westphalia
System Architect (m/w/d) Embedded Linux;2025-04-04T07:41:25Z;Antal International NÃ¼rnberg;;;hof;503167;119167;Germany;Bavaria
Senior Software Developer & Architect (m/w/d), ab sofort;2025-04-04T07:20:01Z;dialog EDV Systementwicklung GmbH;;;hannover;523744;97386;Germany;Lower Saxony
Junior Java Entwickler (m/w/d) ab sofort;2025-04-04T07:19:50Z;dialog EDV Systementwicklung GmbH;;;hannover;523744;97386;Germany;Lower Saxony
Network Engineer;2025-04-04T07:12:16Z;medatixx GmbH & Co. KG Jobportal;;;rheine;522833;74333;Germany;North Rhine-Westphalia
Support Manager (m/w/d);2025-04-04T06:08:36Z;Babtec Informationssysteme GmbH;;;landau;491994;81231;Germany;Rhineland-Palatinate
IT-Systemadministrator*in DevOps (m/w/d) fÃ¼r Forschungsdatenmanagement;2025-04-04T05:17:43Z;Ruhr-UniversitÃ¤t Bochum;;;bochum;514833;72167;Germany;North Rhine-Westphalia
Software Entwickler Angular (m/w/d) ERP;2025-04-04T02:28:55Z;PSI Software SE;;;berlin;525167;133833;Germany;Berlin
(Senior) Software Development Engineer D365 (w/m/d);2025-04-04T01:03:11Z;d.velop AG;;;hof;503167;119167;Germany;Bavaria
Software Engineer/Architect â€“ Full Stack (.NET/React) (all genders);2025-04-04T00:57:10Z;DYMATRIX GmbH;;;stuttgart;487761;91775;Germany;Baden-Württemberg
(Senior) IT-Systemadministrator (all genders);2025-04-04T00:57:08Z;DYMATRIX GmbH;;;stuttgart;487761;91775;Germany;Baden-Württemberg
Product Owner CRM (all genders);2025-04-04T00:57:08Z;DYMATRIX GmbH;;;stuttgart;487761;91775;Germany;Baden-Württemberg
Mobile App-Developer (iOS, Swift) m/w/d;2025-04-04T00:57:05Z;Jamit Labs GmbH;;;karlsruhe;490167;84000;Germany;Baden-Württemberg
Mobile App-Developer (Android, Kotlin) m/w/d;2025-04-04T00:57:05Z;Jamit Labs GmbH;;;karlsruhe;490167;84000;Germany;Baden-Württemberg
Agile Software Engineer (m/w/d);2025-04-04T00:56:46Z;Papershift GmbH;;;karlsruhe;490167;84000;Germany;Baden-Württemberg
Senior Embedded Engineer (m/w/d);2025-04-04T00:56:41Z;CodeWrights GmbH;;;karlsruhe;490167;84000;Germany;Baden-Württemberg
PHP Developer (all genders);2025-04-04T00:56:24Z;DYMATRIX GmbH;;;stuttgart;487761;91775;Germany;Baden-Württemberg
Fullstack Developer (m/w/d);2025-04-04T00:56:18Z;Nesto Software GmbH;;;karlsruhe;490167;84000;Germany;Baden-Württemberg
Softwareentwickler/Software Developer (m/w/d);2025-04-04T00:34:19Z;Hottgenroth Software AG;;;münster;519625;76256;Germany;North Rhine-Westphalia
DevOps Engineer (m/w/d) Kubernetes, IaC und Linux;2025-04-04T00:05:17Z;Amadeus Fire AG;;;mannheim;494878;84661;Germany;Baden-Württemberg
IT Systemadministrator (m/w/d) Service-Level-Agreements;2025-04-04T00:05:16Z;Amadeus Fire AG;;;hamburg;535500;100000;Germany;Hamburg
IT Systemadministrator (m/w/d) Service-Level-Agreements;2025-04-04T00:05:16Z;Amadeus Fire AG;;;hamburg;535500;100000;Germany;Hamburg
Full Stack Engineer (m/w/d/-) in Konstanz;2025-04-03T22:31:39Z;formigas AG;;;konstanz;476633;91753;Germany;Baden-Württemberg
Senior Software Engineer (m/w/d/-) in Konstanz;2025-04-03T22:31:30Z;formigas AG;;;konstanz;476633;91753;Germany;Baden-Württemberg
Senior Full Stack Engineer (m/w/d/-) in Konstanz;2025-04-03T22:31:18Z;formigas AG;;;konstanz;476633;91753;Germany;Baden-Württemberg
IT Consultant fÃ¼r SoftwarelÃ¶sungen im sozialen Sektor (m/w/d);2025-04-03T21:22:59Z;CompuGroup Medical SE;;;bochum;514833;72167;Germany;North Rhine-Westphalia
Developer Associate (m/f/d) - HANA Cloud Core (Calculation Engine);2025-04-03T20:29:49Z;SAP;;;mörfelden-walldorf;499896;85661;Germany;Hesse
Global Architecture Advisor Expert (f/m/d);2025-04-03T20:29:48Z;SAP;;;mörfelden-walldorf;499896;85661;Germany;Hesse
Security Risk Compliance Specialist (f/m/d);2025-04-03T20:29:38Z;SAP;;;mörfelden-walldorf;499896;85661;Germany;Hesse
Die Spezial-JobbÃ¶rse fÃ¼r IT-FachkrÃ¤fte;2025-04-03T18:34:05Z;UniversitÃ¤t OsnabrÃ¼ck;;;gera;508782;120824;Germany;Thuringia
Mitarbeiter IT Support Service Desk und QualitÃ¤tsmanagement (m/w/d);2025-04-03T16:06:50Z;AMETRAS informatik AG;;;ravensburg;477831;96114;Germany;Baden-Württemberg
Datenmanager (m/w/d) SQL und DB2-Datenbanken;2025-04-03T14:45:32Z;Finanz Informatik GmbH & Co. KG;;;frankfurt;501136;86797;Germany;Hesse
IT-Systemintegrator (m/w/d);2025-04-03T12:01:44Z;WSW Software GmbH;;;gauting;481000;113500;Germany;Bavaria
SOFTWAREENTWICKLER (ALL GENDERS);2025-04-03T10:53:01Z;PostgreSQL & Co;;;heide;541961;90933;Germany;Schleswig-Holstein
Fachinformatiker fÃ¼r Anwendungsentwicklung (m/w/d);2025-04-03T08:57:44Z;COBUS ConCept International GmbH;;;dortmund;515139;74653;Germany;North Rhine-Westphalia
IT-Administrator, Allrounder (w/m/d);2025-04-03T08:48:46Z;Pradtke GmbH;;;bochum;514833;72167;Germany;North Rhine-Westphalia
Systemadministrator (m/w/d) - Hybridanteil;2025-04-03T08:16:24Z;DIS AG;;;pforzheim;488950;87050;Germany;Baden-Württemberg
Senior DevOps Engineer (m/w/d);2025-04-03T07:51:03Z;rola Security Solutions GmbH;;;oberhausen;514699;68514;Germany;North Rhine-Westphalia
Fachinformatiker fÃ¼r Anwendungsentwicklung (m/w/d);2025-04-03T07:34:11Z;SH Computersysteme GmbH;;;speyer;493194;84311;Germany;Rhineland-Palatinate
Fachinformatiker fÃ¼r Systemintegration (m/w/d);2025-04-03T07:34:01Z;SH Computersysteme GmbH;;;speyer;493194;84311;Germany;Rhineland-Palatinate
Senior Engineer Solution QA (m/m/d);2025-04-03T07:16:55Z;ipoque GmbH;;;gera;508782;120824;Germany;Thuringia
Mitarbeiter in der Software QualitÃ¤tssicherung (m/w/d);2025-04-03T07:06:41Z;ipoque GmbH;;;leipzig;513500;123833;Germany;Saxony
Senior IT-Projektleitung (m/w/d);2025-04-03T06:54:20Z;Finanz Informatik GmbH & Co. KG;;;hannover;523744;97386;Germany;Lower Saxony
Containerplattform System Engineer (m/w/d);2025-04-03T06:54:10Z;Finanz Informatik GmbH & Co. KG;;;hannover;523744;97386;Germany;Lower Saxony
(Junior) Business Analyst (m/w/d) Digitale Signaturen;2025-04-03T06:54:00Z;Finanz Informatik GmbH & Co. KG;;;hannover;523744;97386;Germany;Lower Saxony
Netzwerkmanagement Architekt (m/w/d);2025-04-03T06:53:55Z;Finanz Informatik GmbH & Co. KG;;;münster;519625;76256;Germany;North Rhine-Westphalia
Business-Reporting Testmanager OSPlus Kredit (m/w/d);2025-04-03T06:53:34Z;Finanz Informatik GmbH & Co. KG;;;frankfurt;501136;86797;Germany;Hesse
Anwendungsentwickler (m/w/d);2025-04-03T06:53:09Z;Finanz Informatik GmbH & Co. KG;;;münster;519625;76256;Germany;North Rhine-Westphalia
Sicherheitsarchitekt End-2-End Office Solutions (m/w/d);2025-04-03T06:52:18Z;Finanz Informatik GmbH & Co. KG;;;frankfurt;501136;86797;Germany;Hesse
IT Business Analysten Dokumenten-LifeCycle Management / Input Management (m/w/d);2025-04-03T06:51:33Z;Finanz Informatik GmbH & Co. KG;;;münster;519625;76256;Germany;North Rhine-Westphalia
Produktbetreuer IAM (m/w/d);2025-04-03T06:51:23Z;Finanz Informatik GmbH & Co. KG;;;hannover;523744;97386;Germany;Lower Saxony
System- und Plattformarchitekt Personalsysteme (m/w/d);2025-04-03T06:51:18Z;Finanz Informatik GmbH & Co. KG;;;hannover;523744;97386;Germany;Lower Saxony
QualitÃ¤tsmanager IT (m/w/d);2025-04-03T06:51:08Z;Finanz Informatik GmbH & Co. KG;;;münster;519625;76256;Germany;North Rhine-Westphalia
Quality Engineer - Vertriebsanalytik (m/w/d);2025-04-03T06:50:52Z;Finanz Informatik GmbH & Co. KG;;;frankfurt;501136;86797;Germany;Hesse
