Job Title;Updated Date;Company;Min Salary;Max Salary;Cleaned_City;Latitude;Longitude;country;State
IT-Security Specialist im Bereich Informationssicherheit m/w/d;2025-04-01T00:23:58Z;proALPHA Business Solutions GmbH;;;landau;491994;81231;Germany;Rhineland-Palatinate
Senior Demo Engineer (f/m/d);2025-04-01T00:17:32Z;Contentful GmbH;;;berlin;525167;133833;Germany;Berlin
Technical Product Owner - Android Devices (m/w/d);2025-03-31T22:05:48Z;Ehrhardt + Partner Group (EPG);;;aachen;507762;60838;Germany;North Rhine-Westphalia
Sales Assistance IT (gn);2025-03-31T20:59:00Z;HRVST GmbH;;;berlin;525167;133833;Germany;Berlin
Software-Entwickler (m/w/d);2025-03-31T20:14:52Z;Pradtke GmbH;;;bochum;514833;72167;Germany;North Rhine-Westphalia
Senior Softwareentwickler (m/w/d);2025-03-31T20:09:19Z;FID SOFTWARE GmbH;;;offenburg;484708;79408;Germany;Baden-Württemberg
Solution Architect (gn) Microsoft Dynamics 365 CRM;2025-03-31T19:09:55Z;SoftwareOne;;;leipzig;513500;123833;Germany;Saxony
Lead Project Manager Digital Transformation (gn);2025-03-31T18:24:08Z;HRVST GmbH;;;leipzig;513500;123833;Germany;Saxony
SAP Anwendungsberater Public (gn);2025-03-31T18:24:03Z;HRVST GmbH;;;leipzig;513500;123833;Germany;Saxony
Wie hoch ist das Gehalt eines DevOps Engineers in Deutschland;2025-03-31T18:05:22Z;HeyJobs GmbH;;;landau;491994;81231;Germany;Rhineland-Palatinate
Gibt es WeiterbildungsmÃ¶glichkeiten fÃ¼r IT-FachkrÃ¤fte in Augsburg;2025-03-31T17:25:08Z;HeyJobs GmbH;;;augsburg;483717;108983;Germany;Bavaria
iOs Developer (m/w/d);2025-03-31T16:27:00Z;Stender GmbH;;;wangen im allgäu;476858;98342;Germany;Baden-Württemberg
Softwareentwickler (m/w/d) SAP;2025-03-31T16:26:57Z;CIDEON Software & Services GmbH & Co. KG;;;bautzen;511814;144239;Germany;Saxony
Softwareentwickler (m/w/d) SAP;2025-03-31T16:26:57Z;CIDEON Software & Services GmbH & Co. KG;;;görlitz;511528;149872;Germany;Saxony
Fachlicher Mitarbeiter in der Internet-Filiale (m/w/d);2025-03-31T16:26:10Z;Finanz Informatik GmbH & Co. KG;;;hannover;523744;97386;Germany;Lower Saxony
Frontend Entwickler fÃ¼r die Internet Filiale (m/w/d);2025-03-31T16:26:00Z;Finanz Informatik GmbH & Co. KG;;;hannover;523744;97386;Germany;Lower Saxony
Spezialist Auswertung und Reporting (m/w/d);2025-03-31T16:25:50Z;Finanz Informatik GmbH & Co. KG;;;münster;519625;76256;Germany;North Rhine-Westphalia
IT-System Engineer (m/w/d) Netzwerk und Infrastruktur;2025-03-31T16:14:09Z;LHH Recruitment Solutions;;;frankfurt;501136;86797;Germany;Hesse
Entwickler - PHP (m/w/d);2025-03-31T16:06:32Z;ITB-GmbH;;;kamp-lintfort;515000;65333;Germany;North Rhine-Westphalia
Cloud Software Engineer (m/w/d);2025-03-31T16:06:24Z;wibutler;;;münster;519625;76256;Germany;North Rhine-Westphalia
Softwareentwickler C#.NET (m/w/d);2025-03-31T16:05:42Z;Amadeus Fire AG;;;stuttgart;487761;91775;Germany;Baden-Württemberg
Software Consultant / IT Consultant (m/w/d) 80.000 EUR;2025-03-31T16:05:42Z;Amadeus Fire AG;;;hamburg;535500;100000;Germany;Hamburg
Systemberater/Consultant (m/w/d);2025-03-31T16:00:30Z;ISGUS GmbH;;;leonberg;488014;90131;Germany;Baden-Württemberg
Senior Solutions Architect (m/w/d);2025-03-31T15:46:54Z;Timecount GmbH;;;berlin;525167;133833;Germany;Berlin
Informatiker:in fÃ¼r Sonderentwicklungen / Solutions Architect (m/w/d);2025-03-31T15:46:43Z;Timecount GmbH;;;rosenheim;478561;121289;Germany;Bavaria
Wie ist die Work-Life-Balance fÃ¼r IT-Professionals in Erfurt;2025-03-31T15:14:46Z;HeyJobs GmbH;;;erfurt;509787;110328;Germany;Thuringia
Data Engineer (m/w/d);2025-03-31T14:23:52Z;Halian GmbH;;;hannover;523744;97386;Germany;Lower Saxony
App Entwickler Android (m/w/d);2025-03-31T13:58:14Z;Buhl Data Service GmbH;;;neunkirchen;493448;71799;Germany;Saarland
Projektkoordinator / Informatiker / Projektmanager (m/w/d) EinfÃ¼hrung Campus Management Software;2025-03-31T11:26:46Z;Rheinland-PfÃ¤lzische Technische UniversitÃ¤t Kaiserslautern-Landau;;;landau;491994;81231;Germany;Rhineland-Palatinate
Senior Java Fullstack Entwickler (m/w/d);2025-03-31T11:05:08Z;Amadeus Fire AG;;;kaiserslautern;494447;77689;Germany;Rhineland-Palatinate
Frontend Entwickler (m/w/d) Cloud-LÃ¶sungen;2025-03-31T09:46:20Z;SOPTIM AG;;;aachen;507762;60838;Germany;North Rhine-Westphalia
C# Fullstack Developer (GN);2025-03-31T08:23:58Z;HRVST GmbH;;;hannover;523744;97386;Germany;Lower Saxony
(Junior) Testautomatisierer (gn);2025-03-31T08:23:58Z;HRVST GmbH;;;mannheim;494878;84661;Germany;Baden-Württemberg
(Junior) Testautomatisierer (gn);2025-03-31T07:50:53Z;HRVST GmbH;;;heidelberg;494122;87100;Germany;Baden-Württemberg
Cyber Security Analyst - CDC (m/w/d);2025-03-31T07:38:53Z;Finanz Informatik GmbH & Co. KG;;;münster;519625;76256;Germany;North Rhine-Westphalia
Senior Business Analyst (m/w/d) SB-Server;2025-03-31T07:38:43Z;Finanz Informatik GmbH & Co. KG;;;hannover;523744;97386;Germany;Lower Saxony
Customer Insights Engineer / Entwickler Vertriebsanalytik (m/w/d);2025-03-31T07:38:38Z;Finanz Informatik GmbH & Co. KG;;;münster;519625;76256;Germany;North Rhine-Westphalia
Backendentwickler Vertriebsanalytik (m/w/d);2025-03-31T07:38:28Z;Finanz Informatik GmbH & Co. KG;;;münster;519625;76256;Germany;North Rhine-Westphalia
Junior IT-Auditor (m/w/d);2025-03-31T07:38:13Z;Finanz Informatik GmbH & Co. KG;;;hannover;523744;97386;Germany;Lower Saxony
Fullstack Software Engineer fÃ¼r den ESG-Score (m/w/d);2025-03-31T07:38:02Z;Finanz Informatik GmbH & Co. KG;;;hannover;523744;97386;Germany;Lower Saxony
Anwendungsentwickler Cobol to Java (m/w/d);2025-03-31T07:37:52Z;Finanz Informatik GmbH & Co. KG;;;münster;519625;76256;Germany;North Rhine-Westphalia
Software Test Engineer / Testspezialist (m/w/d);2025-03-31T07:37:42Z;Finanz Informatik GmbH & Co. KG;;;frankfurt;501136;86797;Germany;Hesse
Business Analyst CSRD-Berichterstattung / Datenstrategie und -beschaffung (m/w/d);2025-03-31T07:37:12Z;Finanz Informatik GmbH & Co. KG;;;hannover;523744;97386;Germany;Lower Saxony
Full Stack Java- Entwickler ESG (Taxonomie/CSRD) Datenhaushalt (m/w/d);2025-03-31T07:36:57Z;Finanz Informatik GmbH & Co. KG;;;frankfurt;501136;86797;Germany;Hesse
IT-Projektleitung (m/w/d) Meldewesen COREP;2025-03-31T07:36:47Z;Finanz Informatik GmbH & Co. KG;;;frankfurt;501136;86797;Germany;Hesse
Systemadministrator Storage / Storage Area Network (SAN) (m/w/d);2025-03-31T07:36:36Z;Finanz Informatik GmbH & Co. KG;;;hannover;523744;97386;Germany;Lower Saxony
Salesforce Consultant (gn);2025-03-31T07:10:18Z;HRVST GmbH;;;wiesbaden;500825;82400;Germany;Hesse
Senior Software-Entwickler/in C#.Net (w/m/d) â€“ MAUI / Xamarin App-Entwicklung;2025-03-31T06:07:16Z;Kalorimeta;;;hamburg;535500;100000;Germany;Hamburg
(Senior) Java Developer (m/w/d) in Berlin | Retail;2025-03-31T06:05:46Z;INDIE Solutions GmbH;;;berlin;525167;133833;Germany;Berlin
Teammitglied App-Entwickler (w/m/d) in Festanstellung (Voll- oder Teilzeit mÃ¶glich);2025-03-31T01:43:24Z;LITTLE BIRD GmbH;;;würzburg;497944;99294;Germany;Bavaria
Softwarearchitekt (m/w/d) mit Fokus Java & Oracle im Herzen Berlins;2025-03-31T00:05:38Z;Amadeus Fire AG;;;berlin;525167;133833;Germany;Berlin
Zentraleinrichtung FUB-IT - Verwaltungs-IT;2025-03-30T22:52:09Z;Freie UniversitÃ¤t Berlin;;;berlin;525167;133833;Germany;Berlin
1. 2. 3. Web Developer (f/m/d);2025-03-30T15:05:39Z;think-cell Software GmbH;;;berlin;525167;133833;Germany;Berlin
Tester Jobs;2025-03-30T13:41:13Z;HeyJobs GmbH;;;berlin;525167;133833;Germany;Berlin
Software Engineer / Programmierer C# & .NET im Bereich Automatisierung (m/w/d);2025-03-30T10:18:08Z;CSB-System SE;;;geilenkirchen;509653;61194;Germany;North Rhine-Westphalia
Software Support Specialist (m/w/d) im Professional Service;2025-03-30T08:26:15Z;Online Software AG;;;heidelberg;494122;87100;Germany;Baden-Württemberg
IT-Administrator mit Schwerpunkt Datenbanksysteme (m/w/d);2025-03-30T07:43:33Z;Robotron Datenbank-Software GmbH;;;dresden;510493;137384;Germany;Saxony
Linux Administrator (m/w/d);2025-03-30T07:42:51Z;Robotron Datenbank-Software GmbH;;;dresden;510493;137384;Germany;Saxony
Senior Softwareentwickler:in (m/w/d);2025-03-30T05:59:34Z;eXXcellent solutions;;;darmstadt;498667;86500;Germany;Hesse
Software Architekt:in (m/w/d);2025-03-30T05:59:28Z;eXXcellent solutions;;;ulm;483984;99916;Germany;Baden-Württemberg
Senior Softwareentwickler:in (m/w/d);2025-03-30T05:59:23Z;eXXcellent solutions;;;ulm;483984;99916;Germany;Baden-Württemberg
Software Architekt:in SAP (m/w/d);2025-03-30T05:59:17Z;eXXcellent solutions;;;ulm;483984;99916;Germany;Baden-Württemberg
Die Spezial-JobbÃ¶rse fÃ¼r IT-FachkrÃ¤fte;2025-03-29T21:34:55Z;C.I.C. Software GmbH;;;gera;508782;120824;Germany;Thuringia
Senior Full Stack Developer (m/w/d);2025-03-29T20:27:13Z;b4value.net GmbH;;;arnstadt;508342;109464;Germany;Thuringia
Senior Developer / Tech Lead - Java (m/w/d);2025-03-29T20:13:46Z;GBTEC Software AG;;;bochum;514833;72167;Germany;North Rhine-Westphalia
DevOps Engineer (m/w/d);2025-03-29T20:07:58Z;PACE Telematics GmbH;;;karlsruhe;490167;84000;Germany;Baden-Württemberg
Site Reliability Engineer (m/w/d);2025-03-29T20:03:54Z;egocentric Systems GmbH;;;dresden;510493;137384;Germany;Saxony
Frontend-Developer (m/w/d) React;2025-03-29T20:01:15Z;Cap3 GmbH;;;kiel;543233;101394;Germany;Schleswig-Holstein
Backend C# Developer (m/w/d);2025-03-29T19:53:40Z;combit GmbH;;;konstanz;476633;91753;Germany;Baden-Württemberg
Software-Architekt (m/w/d);2025-03-29T19:51:22Z;bimanu Cloud Solutions GmbH;;;neuss;512003;66939;Germany;North Rhine-Westphalia
Architecture Senior Advisor in Presales (f/m/d) for the region MEE;2025-03-29T17:53:01Z;SAP;;;hamburg;535500;100000;Germany;Hamburg
(Senior) Developer S/4HANA Public Cloud ERP Inventory Management - ABAP OO, CDS, RAP (m/w/d);2025-03-29T17:47:42Z;SAP;;;aachen;507762;60838;Germany;North Rhine-Westphalia
Development / Engineering Manager (f/m/d) for SAP Build Process Automation, SAP Munich;2025-03-29T17:46:18Z;SAP;;;aachen;507762;60838;Germany;North Rhine-Westphalia
(Associate) Development Architect (f/m/d) for SAP Build Process Automation, SAP Munich;2025-03-29T17:43:29Z;SAP;;;aachen;507762;60838;Germany;North Rhine-Westphalia
IT Systemadministrator (m/w/d) Service-Level-Agreements;2025-03-29T17:05:52Z;Amadeus Fire AG;;;hamburg;535500;100000;Germany;Hamburg
System Administrator Fault Management (m/w/d);2025-03-29T17:05:49Z;Amadeus Fire AG;;;frankfurt;501136;86797;Germany;Hesse
Backend Engineer -Golang (m/w/d);2025-03-29T13:18:08Z;shopware AG;;;lingen;525233;73172;Germany;Lower Saxony
Software Architect;2025-03-29T12:27:51Z;d.velop AG;;;bocholt;518333;66167;Germany;North Rhine-Westphalia
Techlead â€“ Cloud Platform Orchestration (w/m/d);2025-03-29T02:15:14Z;d.velop AG;;;hof;503167;119167;Germany;Bavaria
Test;2025-03-28T23:09:32Z;Technische UniversitÃ¤t MÃ¼nchen;;;mönchengladbach;512000;64333;Germany;North Rhine-Westphalia
Cyber â€‹â€‹Security Analyst (m/f/d);2025-03-28T23:01:28Z;medatixx GmbH & Co. KG;;;frankfurt;501136;86797;Germany;Hesse
Cyber â€‹â€‹Security Architect Cloud (m/f/d);2025-03-28T23:01:26Z;Vector Informatik GmbH;;;karlsruhe;490167;84000;Germany;Baden-Württemberg
DevOps Engineer (m/w/d) - Augsburg or Bucharest;2025-03-28T22:58:04Z;IGEL Technology GmbH;;;augsburg;483717;108983;Germany;Bavaria
Junior DevOps Engineer (m/w/d) SonarQube;2025-03-28T22:20:38Z;CompuGroup Medical SE;;;koblenz;503597;75978;Germany;Rhineland-Palatinate
(Associate) Development Architect (f/m/d) for SAP Build Process Automation, SAP Munich;2025-03-28T21:27:16Z;SAP;;;achim;530130;90330;Germany;Lower Saxony
(Senior) Developer S/4HANA Public Cloud ERP Inventory Management - ABAP OO, CDS, RAP (m/w/d);2025-03-28T21:27:14Z;SAP;;;achim;530130;90330;Germany;Lower Saxony
Site Reliability/(Associate) DevOps Engineer (f/m/d) for Gardener (T1/T2);2025-03-28T21:27:12Z;SAP;;;mörfelden-walldorf;499896;85661;Germany;Hesse
Development / Engineering Manager (f/m/d) for SAP Build Process Automation, SAP Munich;2025-03-28T21:26:20Z;SAP;;;achim;530130;90330;Germany;Lower Saxony
iOS watchOS Mobile App Developer (m/w/d) // CALIMA Safety GmbH;2025-03-28T20:13:10Z;CALIMA;;;berlin;525167;133833;Germany;Berlin
Softwareentwickler fÃ¼r kundenspezifische Testsuites (m/w/d);2025-03-28T20:07:58Z;Vector Informatik GmbH;;;stuttgart;487761;91775;Germany;Baden-Württemberg
IT Service Manager (Cloud) / System Admin - 100% Remote (m/w/d);2025-03-28T17:06:51Z;Digistore24;;;hannover;523744;97386;Germany;Lower Saxony
Kundenbetreuer 2nd Level - 100% Remote (m/w/d);2025-03-28T17:06:51Z;Digistore24;;;hannover;523744;97386;Germany;Lower Saxony
Software Engineer Backend (all genders);2025-03-28T17:06:49Z;Seeker;;;berlin;525167;133833;Germany;Berlin
Die Spezial-JobbÃ¶rse fÃ¼r IT-FachkrÃ¤fte;2025-03-28T15:40:36Z;Kisters AG;;;mülheim;514283;68789;Germany;North Rhine-Westphalia
IT Systemadministrator (m/w/d);2025-03-28T13:39:38Z;WeMatch.;;;jülich;509222;63583;Germany;North Rhine-Westphalia
DevOps Engineer (m/w/d) - 100% Home Office;2025-03-28T13:37:52Z;WeMatch.;;;essen;514508;70131;Germany;North Rhine-Westphalia
DevOps Engineer (m/w/d) - 60% Home Office;2025-03-28T13:35:46Z;WeMatch.;;;düsseldorf;512311;67724;Germany;North Rhine-Westphalia
Lead Developer / Software Architect - Hybrid (m/w/d);2025-03-28T13:25:37Z;Randstad Digital;;;mönchengladbach;512000;64333;Germany;North Rhine-Westphalia
Lead Developer / Software Architect - Hybrid (m/w/d);2025-03-28T13:25:37Z;Randstad Digital;;;stuttgart;487761;91775;Germany;Baden-Württemberg
Lead Developer / Software Architect - Hybrid (m/w/d);2025-03-28T13:25:37Z;Randstad Digital;;;arnsberg;513967;80644;Germany;North Rhine-Westphalia
Lead Developer / Software Architect - Hybrid (m/w/d);2025-03-28T13:25:37Z;Randstad Digital;;;düsseldorf;512311;67724;Germany;North Rhine-Westphalia
Lead Developer / Software Architect - Hybrid (m/w/d);2025-03-28T13:25:37Z;Randstad Digital;;;elmshorn;537547;96536;Germany;Schleswig-Holstein
Lead Developer / Software Architect - Hybrid (m/w/d);2025-03-28T13:25:37Z;Randstad Digital;;;hamburg;535500;100000;Germany;Hamburg
IT Administrator (m/w/d);2025-03-28T13:23:20Z;WeMatch.;;;telgte;519500;77833;Germany;North Rhine-Westphalia
IT-Systemadministrator (m/w/d);2025-03-28T13:12:13Z;WeMatch.;;;wuppertal;512667;71833;Germany;North Rhine-Westphalia
Software-Entwickler (m/w/d);2025-03-28T12:19:14Z;AKG Software Consulting GmbH;;;berlin;525167;133833;Germany;Berlin
Software-Entwickler (m/w/d), Schwerpunkt Datenbanken;2025-03-28T12:18:53Z;AKG Software Consulting GmbH;;;berlin;525167;133833;Germany;Berlin
Senior Backend Developer (m/w/d;2025-03-28T12:05:51Z;FAAREN GmbH;;;würzburg;497944;99294;Germany;Bavaria
Software Consultant (m/w/d) - Software Start-Up;2025-03-28T12:05:51Z;aurixus GmbH I DigitalCheckIn I SCRIPTOMAT;;;aachen;507762;60838;Germany;North Rhine-Westphalia
Developer - PHP (m/w/d);2025-03-28T12:05:49Z;ITB-GmbH;;;kamp-lintfort;515000;65333;Germany;North Rhine-Westphalia
Senior Java Softwareentwickler (m/w/d);2025-03-28T10:52:56Z;Finanz Informatik GmbH & Co. KG;;;hannover;523744;97386;Germany;Lower Saxony
(Senior) Backend Developer - Hybrid (m/w/d);2025-03-28T10:25:46Z;Randstad Digital;;;mönchengladbach;512000;64333;Germany;North Rhine-Westphalia
(Senior) Backend Developer - Hybrid (m/w/d);2025-03-28T10:25:46Z;Randstad Digital;;;stuttgart;487761;91775;Germany;Baden-Württemberg
(Senior) Backend Developer - Hybrid (m/w/d);2025-03-28T10:25:46Z;Randstad Digital;;;arnsberg;513967;80644;Germany;North Rhine-Westphalia
(Senior) Backend Developer - Hybrid (m/w/d);2025-03-28T10:25:46Z;Randstad Digital;;;düsseldorf;512311;67724;Germany;North Rhine-Westphalia
(Senior) Backend Developer - Hybrid (m/w/d);2025-03-28T10:25:46Z;Randstad Digital;;;elmshorn;537547;96536;Germany;Schleswig-Holstein
(Senior) Backend Developer - Hybrid (m/w/d);2025-03-28T10:25:46Z;Randstad Digital;;;hamburg;535500;100000;Germany;Hamburg
(Senior) Softwareentwickler Fullstack - Hybrid (m/w/d);2025-03-28T10:21:47Z;Randstad Digital;;;mönchengladbach;512000;64333;Germany;North Rhine-Westphalia
(Senior) Softwareentwickler Fullstack - Hybrid (m/w/d);2025-03-28T10:21:47Z;Randstad Digital;;;stuttgart;487761;91775;Germany;Baden-Württemberg
(Senior) Softwareentwickler Fullstack - Hybrid (m/w/d);2025-03-28T10:21:47Z;Randstad Digital;;;arnsberg;513967;80644;Germany;North Rhine-Westphalia
(Senior) Softwareentwickler Fullstack - Hybrid (m/w/d);2025-03-28T10:21:47Z;Randstad Digital;;;düsseldorf;512311;67724;Germany;North Rhine-Westphalia
(Senior) Softwareentwickler Fullstack - Hybrid (m/w/d);2025-03-28T10:21:47Z;Randstad Digital;;;elmshorn;537547;96536;Germany;Schleswig-Holstein
(Senior) Softwareentwickler Fullstack - Hybrid (m/w/d);2025-03-28T10:21:47Z;Randstad Digital;;;hamburg;535500;100000;Germany;Hamburg
Delivery Director Automotive (m/w/d);2025-03-28T10:19:45Z;Randstad Digital;;;mönchengladbach;512000;64333;Germany;North Rhine-Westphalia
Delivery Director Automotive (m/w/d);2025-03-28T10:19:45Z;Randstad Digital;;;stuttgart;487761;91775;Germany;Baden-Württemberg
Delivery Director Automotive (m/w/d);2025-03-28T10:19:45Z;Randstad Digital;;;arnsberg;513967;80644;Germany;North Rhine-Westphalia
Delivery Director Automotive (m/w/d);2025-03-28T10:19:45Z;Randstad Digital;;;düsseldorf;512311;67724;Germany;North Rhine-Westphalia
Delivery Director Automotive (m/w/d);2025-03-28T10:19:45Z;Randstad Digital;;;elmshorn;537547;96536;Germany;Schleswig-Holstein
Delivery Director Automotive (m/w/d);2025-03-28T10:19:45Z;Randstad Digital;;;hamburg;535500;100000;Germany;Hamburg
Senior ETL Entwickler - Hybrid (m/w/d);2025-03-28T10:16:17Z;Randstad Digital;;;mönchengladbach;512000;64333;Germany;North Rhine-Westphalia
Senior ETL Entwickler - Hybrid (m/w/d);2025-03-28T10:16:17Z;Randstad Digital;;;stuttgart;487761;91775;Germany;Baden-Württemberg
Senior ETL Entwickler - Hybrid (m/w/d);2025-03-28T10:16:17Z;Randstad Digital;;;arnsberg;513967;80644;Germany;North Rhine-Westphalia
Senior ETL Entwickler - Hybrid (m/w/d);2025-03-28T10:16:17Z;Randstad Digital;;;düsseldorf;512311;67724;Germany;North Rhine-Westphalia
Senior ETL Entwickler - Hybrid (m/w/d);2025-03-28T10:16:17Z;Randstad Digital;;;elmshorn;537547;96536;Germany;Schleswig-Holstein
Senior ETL Entwickler - Hybrid (m/w/d);2025-03-28T10:16:17Z;Randstad Digital;;;hamburg;535500;100000;Germany;Hamburg
Software Architect -Hybrid (m/w/d);2025-03-28T10:12:35Z;Randstad Digital;;;mönchengladbach;512000;64333;Germany;North Rhine-Westphalia
Software Architect -Hybrid (m/w/d);2025-03-28T10:12:35Z;Randstad Digital;;;stuttgart;487761;91775;Germany;Baden-Württemberg
Software Architect -Hybrid (m/w/d);2025-03-28T10:12:35Z;Randstad Digital;;;arnsberg;513967;80644;Germany;North Rhine-Westphalia
Software Architect -Hybrid (m/w/d);2025-03-28T10:12:35Z;Randstad Digital;;;düsseldorf;512311;67724;Germany;North Rhine-Westphalia
Software Architect -Hybrid (m/w/d);2025-03-28T10:12:35Z;Randstad Digital;;;elmshorn;537547;96536;Germany;Schleswig-Holstein
Software Architect -Hybrid (m/w/d);2025-03-28T10:12:35Z;Randstad Digital;;;hamburg;535500;100000;Germany;Hamburg
Junior Softwareentwickler (m/w/d);2025-03-28T10:05:52Z;FALKEN Group;;;mönchengladbach;512000;64333;Germany;North Rhine-Westphalia
Mobile Entwickler (m/w/d) iOS;2025-03-28T10:04:51Z;FALKEN Group;;;mönchengladbach;512000;64333;Germany;North Rhine-Westphalia
Softwareentwickler Frontend / Backend / Fullstack- Hybrid (m/w/d);2025-03-28T09:53:42Z;Randstad Digital;;;mönchengladbach;512000;64333;Germany;North Rhine-Westphalia
Softwareentwickler Frontend / Backend / Fullstack- Hybrid (m/w/d);2025-03-28T09:53:42Z;Randstad Digital;;;stuttgart;487761;91775;Germany;Baden-Württemberg
Softwareentwickler Frontend / Backend / Fullstack- Hybrid (m/w/d);2025-03-28T09:53:42Z;Randstad Digital;;;arnsberg;513967;80644;Germany;North Rhine-Westphalia
Softwareentwickler Frontend / Backend / Fullstack- Hybrid (m/w/d);2025-03-28T09:53:42Z;Randstad Digital;;;düsseldorf;512311;67724;Germany;North Rhine-Westphalia
Softwareentwickler Frontend / Backend / Fullstack- Hybrid (m/w/d);2025-03-28T09:53:42Z;Randstad Digital;;;elmshorn;537547;96536;Germany;Schleswig-Holstein
Softwareentwickler Frontend / Backend / Fullstack- Hybrid (m/w/d);2025-03-28T09:53:42Z;Randstad Digital;;;hamburg;535500;100000;Germany;Hamburg
IT-Systembetreuung fÃ¼r das digitale GebÃ¤udemanagement CAFM (m/w/d);2025-03-28T09:25:36Z;Ludwig-Maximilians-UniversitÃ¤t MÃ¼nchen;;;mönchengladbach;512000;64333;Germany;North Rhine-Westphalia
PHP Entwickler (m/w/d);2025-03-28T08:38:00Z;Peak One GmbH;;;wiesbaden;500825;82400;Germany;Hesse
New Business Manager (m/w/d);2025-03-28T08:29:42Z;ITB-GmbH;;;kamp-lintfort;515000;65333;Germany;North Rhine-Westphalia
(Senior) - Entwickler - PHP Symfony (m/w/d);2025-03-28T08:29:07Z;ITB-GmbH;;;kamp-lintfort;515000;65333;Germany;North Rhine-Westphalia
Entwickler - PHP - E-Commerce (m/w/d);2025-03-28T08:26:36Z;ITB-GmbH;;;kamp-lintfort;515000;65333;Germany;North Rhine-Westphalia
IT Projektmanager (m/w/d);2025-03-28T08:23:51Z;ITB-GmbH;;;kamp-lintfort;515000;65333;Germany;North Rhine-Westphalia
DevOps Engineer (m/w/d);2025-03-28T07:35:25Z;Scopevisio Retail Solutions GmbH;;;halle;514828;119697;Germany;Saxony-Anhalt
Mitarbeiter IT-QualitÃ¤tssicherung/ Softwaretester (m/w/d);2025-03-28T07:35:25Z;Scopevisio Retail Solutions GmbH;;;halle;514828;119697;Germany;Saxony-Anhalt
Softwareentwickler (gn);2025-03-28T07:34:54Z;HRVST GmbH;;;halle;514828;119697;Germany;Saxony-Anhalt
Umschulung zum Fachinformatiker (m/w/d);2025-03-28T04:42:01Z;Robotron Datenbank-Software GmbH;;;dresden;510493;137384;Germany;Saxony
Fachinformatiker Systemintegration (gn) - Infrastruktur, Netzwerke & IT-Security;2025-03-28T04:42:01Z;MAGMA GmbH;;;aachen;507762;60838;Germany;North Rhine-Westphalia
L2 Support Professional SysOP/Monitoring;2025-03-28T01:32:39Z;CompuGroup Medical SE & Co. KgaA;;;hamburg;535500;100000;Germany;Hamburg
Administrator:in (m/w/d);2025-03-28T01:13:17Z;ibelsa GmbH;;;eschweiler;508167;62833;Germany;North Rhine-Westphalia
Senior Full-Stack Engineer (m/f/d);2025-03-28T01:13:15Z;OMNIPEAK GmbH;;;frankfurt;501136;86797;Germany;Hesse
Softwareentwickler (m/w/d) bis zu 90% remote mÃ¶glich - deutschlandweit! Angular, Spring Boot, AI Development;2025-03-28T01:13:03Z;sifamo GmbH;;;darmstadt;498667;86500;Germany;Hesse
Pre-Sales Consultant ERP-System weclapp (m/w/d) bei NAVAYA GmbH;2025-03-28T01:13:03Z;NAVAYA;;;magdeburg;521278;116292;Germany;Saxony-Anhalt
Softwareentwickler (m/w/d) mit bis zu 95% remote deutschlandweit! Angular, Spring Boot, AI Development;2025-03-28T01:13:03Z;sifamo GmbH;;;berlin;525167;133833;Germany;Berlin
Softwareentwickler:in mit bis zu 95% remote Option! Software Developer fÃ¼r KI-Webanwendungen - Angular, Spring Boot, AI Development;2025-03-28T01:13:02Z;sifamo GmbH;;;dresden;510493;137384;Germany;Saxony
Softwareentwickler (m/w/d) mit bis zu 90% remote deutschlandweit! Angular, Spring Boot, AI Development;2025-03-28T01:13:02Z;sifamo GmbH;;;berlin;525167;133833;Germany;Berlin
Softwareentwickler:in bis zu 95% remote - deutschlandweit! Software Developer fÃ¼r KI-Webanwendungen Angular, Spring Boot, AI Development;2025-03-28T01:13:01Z;sifamo GmbH;;;mönchengladbach;512000;64333;Germany;North Rhine-Westphalia
Android App Developer / Entwickler - Kotlin & Jetpack Compose (m/w/d);2025-03-28T01:12:37Z;Aufmaster GmbH;;;frankfurt;501136;86797;Germany;Hesse
Junior Consultant -CRM (m/w/d);2025-03-28T01:12:35Z;3Hills IT GmbH;;;landshut;485397;121508;Germany;Bavaria
Full Stack Developer for GenAI Startup (f/m/d);2025-03-28T01:12:33Z;SelectCode;;;mönchengladbach;512000;64333;Germany;North Rhine-Westphalia
Softwareentwickler Backend (Java) (w/m/d) in der Serverentwicklung;2025-03-28T00:01:14Z;Ceyoniq Technology GmbH;;;bielefeld;520167;85333;Germany;North Rhine-Westphalia
(Junior) Full Stack Developer (d/f/m): Develop Time Management for millions of users;2025-03-27T21:25:26Z;SAP;;;roth;492461;110911;Germany;Bavaria
(Senior) Scrum Master & Full Stack Developer (f/m/d) Sovereign Cloud Automation & Tooling (SAT);2025-03-27T21:25:05Z;SAP;;;berlin;525167;133833;Germany;Berlin
C# Software-Entwickler (gn);2025-03-27T19:45:22Z;HRVST GmbH;;;erfurt;509787;110328;Germany;Thuringia
Datenbankadministrator (m/w/d);2025-03-27T17:27:03Z;ATIS systems GmbH;;;bad homburg;502292;86105;Germany;Hesse
Junior Softwareentwickler (m/w/d);2025-03-27T13:48:48Z;S&P Software Consulting + Solutions GmbH;;;leipzig;513500;123833;Germany;Saxony
Software Developer (m/w/d);2025-03-27T13:44:45Z;S&P Software Consulting + Solutions GmbH;;;leipzig;513500;123833;Germany;Saxony
